amount,hour,category,lat,lon,is_fraud
25.17,21,Entertainment,4.109,101.2648,0
15.24,21,Food,3.3446,101.7812,0
20.46,12,Telco,4.0033,101.549,0
13.84,23,Transport,3.5507,101.6022,0
26.51,20,Food,3.6109,101.2072,0
20.11,12,Food,3.817,101.0777,0
12.65,13,Food,3.6399,101.3405,0
2648.58,1,Transfer,31.8555,110.5949,1
10.23,23,Entertainment,3.2835,101.6358,0
23.32,16,Grocery,4.4584,101.7736,0
18.59,19,Entertainment,3.1656,101.3336,0
15.65,11,Entertainment,3.4272,101.3367,0
31.59,14,Telco,3.7803,101.6406,0
7.29,20,Food,4.3815,101.5211,0
5.4,9,Transport,3.6483,101.7515,0
33.06,17,Telco,4.2408,101.7244,0
3671.71,4,Transfer,15.4251,114.0156,1
22.46,13,Entertainment,3.3077,101.5465,0
30.45,11,Telco,3.4071,101.6974,0
19.72,12,Grocery,4.2895,101.4916,0
22.6,23,Food,3.4281,101.3478,0
18.61,9,Telco,4.4799,101.4991,0
23.42,21,Transport,3.1519,101.7777,0
28.2,15,Food,4.4312,101.0479,0
29.23,9,Food,4.0345,101.5319,0
29.79,17,Entertainment,3.4253,101.0012,0
24.52,14,Transport,4.3536,101.168,0
33.54,17,Food,3.677,101.395,0
8.05,23,Transport,3.9985,101.1244,0
15.88,21,Transport,4.1884,101.7534,0
26.11,21,Grocery,4.0485,101.0829,0
35.95,22,Grocery,4.2792,101.369,0
24.6,18,Telco,3.8278,101.153,0
42.02,10,Telco,3.6496,101.6275,0
9.95,17,Entertainment,3.9309,101.5254,0
19.84,8,Entertainment,3.7641,101.4589,0
15.51,12,Grocery,3.4469,101.1391,0
13.51,12,Transport,4.3271,101.3742,0
14.62,21,Grocery,4.4484,101.1261,0
21.67,11,Transport,3.5419,101.1243,0
16.04,14,Transport,3.7221,101.7067,0
30.0,16,Telco,3.8854,101.1751,0
17.67,17,Entertainment,3.4105,101.316,0
16.1,11,Transport,4.3569,101.6931,0
29.87,13,Grocery,4.272,101.0179,0
21.04,12,Entertainment,3.2235,101.621,0
30.99,9,Food,3.6076,101.671,0
17.79,9,Transport,4.4944,101.0682,0
8.39,12,Telco,3.1117,101.7031,0
29.66,22,Telco,3.581,101.4139,0
42.98,8,Entertainment,3.2867,101.1349,0
31.55,9,Telco,4.1934,101.533,0
19.6,19,Telco,3.8111,101.472,0
5.0,22,Food,3.9207,101.6606,0
17.06,18,Grocery,3.5537,101.3634,0
30.82,21,Food,4.3129,101.4097,0
26.88,8,Transport,4.4806,101.692,0
42.4,23,Telco,4.1796,101.0071,0
30.98,19,Entertainment,4.0988,101.7486,0
20.52,19,Grocery,3.8194,101.3453,0
23.7,21,Transport,4.064,101.3389,0
29.28,20,Telco,4.4325,101.559,0
8.38,20,Food,3.3155,101.6427,0
6.99,20,Grocery,3.2574,101.4706,0
5.0,16,Transport,3.5857,101.0258,0
19.34,17,Entertainment,4.3848,101.1646,0
7.53,8,Entertainment,3.6272,101.6832,0
11.2,12,Food,3.2407,101.7098,0
9.5,10,Grocery,3.1915,101.0737,0
5.0,19,Grocery,3.9947,101.2859,0
5.98,10,Telco,3.3212,101.5211,0
32.17,15,Grocery,4.4816,101.2802,0
11.37,19,Telco,3.3406,101.2158,0
21.1,9,Entertainment,3.7005,101.6751,0
23.31,13,Entertainment,3.2464,101.7624,0
15.69,22,Entertainment,4.3996,101.1746,0
19.05,8,Entertainment,3.4862,101.2168,0
17.1,10,Entertainment,4.3251,101.3119,0
7.19,9,Grocery,3.1658,101.713,0
22.95,17,Telco,4.4518,101.1511,0
20.56,23,Transport,3.8613,101.6659,0
19.49,14,Food,3.2229,101.0662,0
15.99,9,Transport,3.6632,101.5711,0
12.74,16,Transport,4.3798,101.7523,0
40.17,11,Entertainment,3.783,101.2898,0
13.61,22,Telco,3.4161,101.2679,0
4811.8,0,Transfer,32.29,110.7225,1
8.71,12,Food,3.3222,101.2814,0
8.78,13,Telco,4.2969,101.5857,0
32.15,12,Telco,4.0933,101.4841,0
42.43,12,Telco,4.352,101.4629,0
11.77,18,Grocery,3.1175,101.1362,0
20.33,19,Transport,3.9011,101.1875,0
32.37,19,Entertainment,4.2048,101.1289,0
7.83,18,Transport,3.5251,101.3649,0
29.28,13,Food,3.7744,101.0271,0
25.41,21,Entertainment,3.5263,101.575,0
32.47,21,Grocery,4.4273,101.6583,0
33.55,14,Entertainment,4.3007,101.4478,0
20.41,12,Entertainment,3.8808,101.3108,0
29.48,23,Food,4.0939,101.0171,0
24.44,17,Transport,3.1824,101.4263,0
3.91,17,Food,4.0862,101.0191,0
35.47,20,Food,3.3385,101.2558,0
32.58,18,Transport,3.5014,101.4782,0
18.71,23,Food,3.7226,101.6374,0
20.76,20,Grocery,4.2913,101.3135,0
30.16,14,Telco,3.6678,101.6134,0
7.82,17,Food,3.7239,101.2851,0
20.61,8,Grocery,3.9692,101.111,0
10.69,17,Grocery,3.3537,101.5453,0
13.57,19,Grocery,4.3277,101.2035,0
9.02,12,Food,3.3769,101.2056,0
33.91,23,Transport,3.301,101.4908,0
25.43,21,Grocery,3.7382,101.0238,0
28.58,19,Food,3.2491,101.1787,0
11.89,22,Telco,3.7229,101.095,0
33.77,16,Food,3.3801,101.2455,0
10.15,15,Entertainment,3.1347,101.3622,0
20.27,15,Telco,4.4996,101.243,0
199.0,5,Transfer,28.198,119.7252,1
20.7,18,Food,3.5802,101.3319,0
14.81,12,Entertainment,3.4513,101.4675,0
22.67,22,Telco,3.4777,101.7328,0
16.25,9,Grocery,4.2,101.3871,0
27.2,20,Grocery,3.3274,101.5938,0
14.66,23,Entertainment,3.4407,101.5162,0
2.97,15,Transport,4.2735,101.0357,0
7.86,10,Grocery,3.2397,101.0319,0
13.38,21,Food,3.2373,101.0182,0
11.17,9,Telco,3.1721,101.0232,0
34.65,17,Transport,3.8095,101.7838,0
36.27,8,Entertainment,4.3795,101.2089,0
31.08,12,Entertainment,3.1864,101.6486,0
14.81,21,Telco,3.1326,101.7905,0
31.11,16,Food,4.0739,101.2712,0
41.27,8,Entertainment,3.6916,101.4683,0
20.75,11,Transport,3.7214,101.7084,0
13.41,8,Telco,3.5921,101.1159,0
19.99,12,Grocery,4.3826,101.6725,0
31.03,18,Entertainment,3.1727,101.3763,0
27.92,14,Entertainment,3.4155,101.5038,0
12.75,12,Food,3.8287,101.6402,0
5.64,19,Transport,3.812,101.3989,0
11.88,9,Food,3.3626,101.0674,0
20.47,9,Food,3.807,101.353,0
20.12,14,Grocery,3.768,101.5982,0
7.6,23,Food,3.928,101.0413,0
27.34,8,Transport,3.2006,101.1563,0
4.47,15,Entertainment,4.1724,101.4584,0
7.12,23,Grocery,3.3989,101.0323,0
26.42,16,Telco,3.1545,101.4813,0
25.22,15,Transport,3.3713,101.4771,0
32.76,14,Food,3.5142,101.6702,0
8.59,20,Entertainment,3.7918,101.4,0
18.13,13,Food,4.0513,101.1566,0
5.0,20,Entertainment,3.5678,101.2389,0
16.47,16,Entertainment,4.0744,101.2707,0
5.0,18,Entertainment,4.4359,101.0104,0
29.75,8,Food,3.778,101.7856,0
13.57,15,Transport,4.2298,101.1258,0
20.1,23,Telco,3.1,101.0763,0
26.92,9,Telco,3.6358,101.7377,0
23.49,18,Food,4.0855,101.6016,0
24.38,13,Grocery,3.9904,101.1543,0
13.12,19,Entertainment,4.3006,101.6104,0
52.5,15,Entertainment,3.5973,101.4492,0
28.32,18,Telco,4.0181,101.6533,0
36.94,19,Telco,3.6624,101.3415,0
21.64,20,Transport,3.3147,101.6544,0
27.4,16,Food,3.8616,101.46,0
33.84,21,Grocery,3.5446,101.1438,0
16.86,21,Grocery,4.3184,101.5248,0
5.0,16,Telco,3.4208,101.2913,0
6.9,12,Telco,3.9772,101.7413,0
14.07,9,Telco,3.9917,101.2306,0
34.5,13,Entertainment,3.8026,101.1228,0
24.7,14,Grocery,4.4911,101.2414,0
13.71,22,Telco,3.5605,101.1139,0
13.61,9,Grocery,4.4779,101.735,0
13.41,20,Transport,3.8109,101.3772,0
9.36,14,Telco,3.996,101.0013,0
25.02,15,Entertainment,3.1531,101.4305,0
25.35,15,Transport,4.0421,101.4262,0
15.0,15,Transport,3.8358,101.3033,0
23.19,14,Entertainment,3.5994,101.7378,0
36.86,20,Entertainment,3.9748,101.1199,0
14.53,22,Transport,3.3535,101.7246,0
16.2,20,Food,3.2707,101.3645,0
16.66,19,Grocery,3.5537,101.3457,0
3648.51,3,Transfer,36.9766,112.0694,1
38.77,10,Food,3.4239,101.2191,0
34.21,8,Telco,3.8295,101.5275,0
25.86,12,Food,3.2682,101.5559,0
12.55,9,Telco,3.5167,101.0257,0
34.16,8,Transport,3.3552,101.3846,0
33.47,13,Entertainment,3.5602,101.2151,0
24.85,18,Transport,3.8373,101.768,0
27.36,23,Transport,3.686,101.2288,0
19.88,12,Grocery,4.0674,101.0712,0
3.88,10,Grocery,3.7451,101.3873,0
8.23,12,Entertainment,4.2292,101.5565,0
11.5,20,Telco,3.7445,101.2957,0
24.16,20,Entertainment,4.0315,101.4182,0
13.81,16,Food,3.7419,101.0151,0
10.72,15,Transport,4.4236,101.5881,0
3.13,13,Telco,3.4226,101.2229,0
37.67,17,Grocery,4.2945,101.0075,0
28.67,10,Transport,4.1564,101.5996,0
3.46,19,Food,3.8502,101.0208,0
15.37,14,Entertainment,3.3437,101.0069,0
14.78,18,Food,4.4571,101.7896,0
27.74,9,Transport,4.2884,101.6606,0
5.0,8,Entertainment,3.2658,101.2915,0
14.78,13,Telco,4.2386,101.5271,0
27.29,18,Telco,4.2756,101.1581,0
12.45,8,Entertainment,3.7504,101.6969,0
26.53,10,Food,3.7834,101.7104,0
29.04,20,Entertainment,3.8933,101.1636,0
18.71,9,Food,4.0444,101.18,0
29.03,20,Transport,3.9236,101.6897,0
10.91,15,Telco,4.1802,101.0953,0
27.47,13,Entertainment,3.3815,101.4436,0
20.15,15,Transport,4.496,101.7079,0
14.58,19,Grocery,4.4652,101.6454,0
37.49,23,Transport,4.0977,101.4911,0
16.84,16,Grocery,4.2925,101.4357,0
21.33,23,Transport,4.1906,101.614,0
5.93,21,Entertainment,3.944,101.0108,0
24.97,23,Entertainment,3.5022,101.5215,0
8.64,9,Grocery,4.4202,101.5778,0
9.21,20,Telco,4.1975,101.6176,0
9.31,10,Grocery,3.2028,101.5729,0
25.99,16,Grocery,3.605,101.7759,0
10.2,21,Food,4.4302,101.0126,0
15.28,21,Telco,3.7066,101.2095,0
24.04,11,Food,3.8022,101.1542,0
4689.68,5,Transfer,44.4629,115.0853,1
8.05,10,Grocery,3.4848,101.3822,0
10.94,12,Telco,3.8822,101.036,0
19.48,15,Entertainment,3.8359,101.1083,0
35.56,15,Food,4.4664,101.0582,0
14.76,10,Transport,3.9545,101.6154,0
29.71,11,Grocery,4.0762,101.6484,0
19.09,8,Food,4.023,101.0593,0
11.93,11,Food,3.4906,101.1375,0
3410.33,3,Transfer,41.8166,116.4546,1
5.0,10,Food,3.8914,101.0833,0
29.36,10,Food,3.7352,101.7351,0
23.66,10,Transport,3.4932,101.3811,0
33.5,11,Entertainment,3.7417,101.6729,0
14.37,23,Entertainment,4.4188,101.5682,0
22.76,13,Telco,4.3438,101.7609,0
22.89,10,Food,3.7879,101.0299,0
12.94,10,Grocery,3.5313,101.62,0
3230.46,0,Transfer,44.4524,113.718,1
27.28,17,Food,3.299,101.6506,0
17.71,16,Entertainment,3.9929,101.1441,0
22.84,13,Entertainment,4.006,101.6033,0
25.1,18,Telco,3.846,101.3584,0
23.89,8,Transport,3.4819,101.3599,0
6.51,19,Entertainment,3.7514,101.1249,0
30.7,19,Transport,4.4964,101.5414,0
24.88,14,Grocery,3.4117,101.3305,0
24.37,17,Telco,3.5652,101.0584,0
29.56,17,Grocery,4.2552,101.5429,0
8.27,14,Transport,4.33,101.5554,0
20.48,19,Entertainment,4.239,101.2445,0
11.65,22,Grocery,3.8433,101.3784,0
26.06,12,Transport,3.8058,101.4021,0
28.46,10,Transport,4.0006,101.1605,0
33.54,19,Food,3.818,101.1114,0
27.83,12,Telco,3.4629,101.7103,0
17.46,12,Entertainment,3.4911,101.224,0
18.25,23,Grocery,3.6139,101.6569,0
20.78,17,Transport,3.847,101.5099,0
13.98,8,Grocery,3.9301,101.619,0
17.9,15,Transport,4.127,101.1,0
2.84,8,Telco,3.1031,101.1097,0
3.15,21,Telco,4.0476,101.2875,0
4.83,21,Entertainment,3.133,101.742,0
12.4,21,Transport,4.079,101.6606,0
199.0,3,Transfer,16.3273,111.3904,1
16.54,8,Transport,4.1326,101.1167,0
35.22,11,Telco,3.4447,101.409,0
16.54,19,Telco,3.7814,101.5265,0
16.42,11,Food,4.3999,101.1183,0
19.96,11,Grocery,3.8757,101.5158,0
5.0,22,Transport,4.419,101.0121,0
27.04,14,Transport,3.5152,101.1832,0
26.83,13,Transport,3.8889,101.5316,0
24.94,9,Telco,3.5124,101.4168,0
14.64,9,Entertainment,4.2886,101.2816,0
17.86,21,Grocery,3.4742,101.4276,0
42.07,9,Food,3.7208,101.3916,0
20.57,11,Food,4.2954,101.1389,0
23.11,13,Transport,3.2879,101.3333,0
5.0,20,Grocery,4.3875,101.3492,0
21.67,8,Transport,4.4111,101.6227,0
17.35,19,Grocery,4.3019,101.5977,0
15.72,14,Entertainment,3.5313,101.7439,0
12.76,21,Telco,3.2914,101.0544,0
12.84,15,Transport,3.5988,101.2755,0
29.27,12,Grocery,3.3539,101.3825,0
10.92,9,Grocery,3.666,101.1474,0
20.37,10,Transport,3.7136,101.1692,0
23.6,15,Entertainment,3.7243,101.7322,0
19.57,21,Food,4.0964,101.4099,0
36.5,13,Food,3.327,101.7089,0
14.41,14,Telco,4.1376,101.5876,0
2405.88,1,Transfer,20.7092,112.6365,1
24.06,15,Grocery,4.2408,101.3248,0
18.04,23,Entertainment,3.8734,101.4071,0
4.68,16,Telco,3.3981,101.5185,0
22.13,8,Entertainment,4.453,101.413,0
31.05,8,Food,4.2668,101.5415,0
12.7,17,Telco,3.796,101.1284,0
36.03,22,Transport,4.2261,101.3198,0
16.52,10,Telco,3.4971,101.5701,0
13.69,22,Entertainment,3.6096,101.0798,0
18.88,18,Entertainment,3.9184,101.0665,0
12.75,12,Food,3.1924,101.0722,0
8.45,13,Grocery,3.2578,101.6635,0
10.17,22,Grocery,4.2127,101.0394,0
5.0,20,Entertainment,3.625,101.5429,0
5.0,19,Telco,3.7769,101.0634,0
5.5,11,Grocery,4.3312,101.3793,0
36.54,14,Telco,4.0228,101.1507,0
33.8,16,Transport,3.239,101.5135,0
21.19,21,Telco,3.4057,101.5568,0
5.0,12,Entertainment,3.399,101.0575,0
5.54,20,Telco,3.6509,101.2518,0
34.86,10,Telco,4.4657,101.3085,0
5.0,11,Transport,4.1014,101.5728,0
26.09,21,Food,4.0269,101.7801,0
42.55,15,Entertainment,3.984,101.0584,0
17.34,12,Entertainment,4.2244,101.0524,0
40.26,14,Entertainment,4.2878,101.3184,0
13.31,23,Transport,3.4193,101.2372,0
29.07,23,Telco,4.0169,101.6191,0
24.34,19,Transport,3.2866,101.2696,0
17.06,17,Transport,3.4116,101.3713,0
5.0,12,Food,3.7859,101.181,0
26.44,10,Telco,4.1314,101.1362,0
43.14,13,Grocery,3.5727,101.2049,0
11.94,19,Transport,4.1157,101.4991,0
15.44,9,Transport,4.4719,101.1229,0
23.06,13,Transport,3.919,101.122,0
22.79,11,Telco,4.4441,101.513,0
14.22,19,Entertainment,3.9332,101.6844,0
15.36,10,Transport,4.4897,101.486,0
22.57,9,Telco,4.2606,101.0427,0
27.79,15,Grocery,3.8235,101.0031,0
6.86,22,Food,3.7432,101.0822,0
10.65,14,Transport,3.9748,101.6648,0
23.8,20,Transport,4.4074,101.4314,0
27.49,15,Food,4.2123,101.5621,0
35.16,18,Entertainment,3.6782,101.3086,0
13.43,23,Transport,4.0197,101.6951,0
3776.37,3,Transfer,25.5142,113.8196,1
31.34,10,Telco,3.9233,101.524,0
20.0,14,Food,3.5377,101.3897,0
16.23,16,Entertainment,3.279,101.7295,0
17.53,22,Transport,4.332,101.3129,0
27.87,20,Telco,4.1543,101.3487,0
12.53,14,Grocery,3.3914,101.0752,0
13.59,18,Transport,3.498,101.5859,0
17.17,20,Transport,3.5601,101.0787,0
20.41,12,Grocery,4.2882,101.415,0
28.56,10,Transport,4.1073,101.387,0
24.6,9,Food,4.0696,101.4756,0
20.39,9,Entertainment,4.4467,101.3491,0
14.95,13,Grocery,3.3838,101.0046,0
20.95,12,Transport,4.4154,101.4586,0
12.04,10,Telco,4.3626,101.18,0
18.85,14,Grocery,3.1453,101.6818,0
26.28,20,Entertainment,3.4435,101.2818,0
17.38,11,Transport,3.5763,101.214,0
14.62,10,Entertainment,3.9199,101.538,0
18.61,22,Telco,3.5466,101.3955,0
9.89,10,Telco,3.5225,101.3211,0
13.48,18,Entertainment,3.8558,101.7062,0
8.39,12,Food,3.7245,101.3077,0
30.6,13,Food,4.0996,101.399,0
21.04,12,Food,3.1256,101.4446,0
32.42,12,Grocery,3.4462,101.1865,0
2.97,23,Entertainment,3.3766,101.4416,0
25.75,21,Transport,4.0926,101.6269,0
16.28,15,Grocery,3.1836,101.337,0
23.18,17,Food,4.4989,101.197,0
41.53,18,Grocery,4.4389,101.5855,0
24.36,15,Food,3.4408,101.4734,0
5.0,8,Transport,4.0929,101.0795,0
24.47,11,Entertainment,3.111,101.7148,0
29.7,22,Transport,3.9916,101.1833,0
199.0,2,Transfer,16.5882,116.4283,1
22.14,18,Grocery,3.6767,101.5595,0
16.49,12,Grocery,3.1834,101.2421,0
29.75,9,Entertainment,4.0344,101.602,0
20.39,15,Transport,3.6359,101.7171,0
26.51,16,Transport,4.2001,101.0172,0
5.0,14,Transport,4.3785,101.534,0
12.56,12,Food,3.2413,101.0635,0
7.72,18,Entertainment,3.6487,101.7475,0
12.78,13,Grocery,4.4061,101.6952,0
17.78,15,Transport,3.4195,101.3014,0
19.47,17,Telco,3.3237,101.3062,0
21.63,10,Food,4.3551,101.6977,0
32.8,12,Food,3.3388,101.7554,0
20.09,21,Food,3.5946,101.0932,0
18.15,19,Transport,4.166,101.1904,0
29.31,18,Food,3.1241,101.3737,0
21.69,12,Transport,3.5346,101.5721,0
15.08,20,Grocery,4.0062,101.663,0
21.4,16,Grocery,4.0573,101.2444,0
31.11,14,Grocery,3.2236,101.4724,0
21.65,23,Grocery,3.3055,101.6837,0
20.98,10,Food,3.7311,101.3566,0
32.38,14,Entertainment,4.3322,101.0946,0
22.62,16,Transport,4.1899,101.5017,0
29.25,12,Entertainment,3.6572,101.7396,0
40.16,21,Food,4.0915,101.347,0
16.54,13,Telco,4.4859,101.228,0
5.0,18,Telco,3.8475,101.0188,0
17.72,15,Telco,3.3429,101.2678,0
199.0,5,Transfer,13.9526,110.2063,1
5.0,16,Telco,4.2577,101.2666,0
28.91,23,Food,4.2504,101.4655,0
9.64,9,Telco,4.2432,101.7971,0
13.66,13,Transport,4.4791,101.4689,0
5.0,20,Telco,3.8621,101.222,0
12.28,18,Telco,3.1784,101.5266,0
10.03,14,Entertainment,4.289,101.0468,0
21.47,11,Entertainment,3.2402,101.3729,0
5.0,10,Food,4.2163,101.0926,0
5.0,22,Food,3.221,101.5638,0
32.13,23,Transport,3.8663,101.3675,0
24.56,13,Grocery,4.0236,101.5146,0
31.29,20,Food,3.4286,101.1555,0
21.24,8,Food,3.9464,101.7482,0
5.73,13,Entertainment,3.97,101.6793,0
34.67,17,Food,3.8149,101.7012,0
4017.67,5,Transfer,11.4845,110.7139,1
7.86,22,Telco,4.3285,101.4265,0
27.66,8,Transport,3.9551,101.3814,0
11.93,13,Grocery,3.5277,101.5958,0
9.65,12,Transport,3.312,101.7555,0
33.2,18,Telco,3.5537,101.5725,0
15.58,20,Entertainment,3.752,101.6386,0
27.6,19,Transport,4.176,101.7079,0
33.75,16,Telco,3.1663,101.195,0
33.39,18,Entertainment,4.1932,101.6005,0
41.92,9,Grocery,3.1324,101.0645,0
32.19,20,Food,4.4012,101.4598,0
20.27,21,Transport,4.0981,101.2845,0
14.85,10,Entertainment,4.3558,101.5908,0
11.27,19,Food,3.3255,101.4155,0
9.58,22,Entertainment,3.7363,101.673,0
22.79,20,Transport,3.2407,101.5803,0
14.21,10,Transport,4.0122,101.5528,0
29.62,16,Transport,4.3881,101.7762,0
44.41,18,Entertainment,4.3977,101.3187,0
19.92,12,Telco,4.0253,101.7235,0
12.86,22,Entertainment,3.8716,101.559,0
16.04,8,Transport,3.544,101.5362,0
23.87,20,Entertainment,4.0471,101.2154,0
15.16,19,Transport,4.2098,101.5951,0
10.18,9,Telco,4.2573,101.6898,0
37.93,18,Telco,3.485,101.7113,0
11.38,10,Transport,4.171,101.0237,0
35.62,13,Entertainment,3.9616,101.3641,0
27.18,10,Grocery,4.3702,101.7341,0
10.85,12,Food,3.3103,101.3549,0
25.61,17,Food,4.0451,101.5033,0
16.51,16,Transport,4.3937,101.3034,0
13.03,9,Telco,4.212,101.489,0
20.04,8,Transport,3.3471,101.4487,0
10.71,10,Entertainment,4.0411,101.7154,0
28.18,11,Transport,3.1648,101.5307,0
36.95,22,Telco,4.4291,101.504,0
33.62,11,Grocery,4.0299,101.5294,0
22.0,19,Entertainment,3.3756,101.6588,0
12.95,15,Transport,3.9317,101.5026,0
12.2,18,Grocery,3.4422,101.4968,0
17.04,17,Telco,3.1711,101.1216,0
20.01,9,Telco,3.3595,101.0094,0
22.53,11,Telco,4.2883,101.2509,0
15.03,13,Food,3.1057,101.6063,0
25.84,20,Grocery,3.4256,101.6145,0
35.15,12,Food,4.3786,101.7971,0
30.15,10,Grocery,4.435,101.7603,0
11.88,16,Entertainment,4.1641,101.4096,0
20.79,17,Food,3.9671,101.5135,0
23.77,8,Food,3.7071,101.5071,0
13.6,12,Grocery,3.6835,101.7611,0
22.92,8,Entertainment,3.7929,101.5602,0
31.85,22,Food,3.5806,101.2866,0
9.29,22,Food,4.3916,101.1959,0
26.55,20,Entertainment,4.2786,101.1776,0
8.18,16,Food,3.3373,101.1247,0
18.14,12,Telco,3.8984,101.6019,0
15.11,19,Telco,3.3073,101.5731,0
51.17,13,Transport,4.0686,101.3968,0
31.9,16,Food,3.1758,101.6199,0
14.51,21,Grocery,3.2857,101.5751,0
16.23,15,Grocery,3.9746,101.5512,0
27.21,21,Telco,3.9988,101.3433,0
28.7,15,Grocery,4.4841,101.4786,0
22.2,20,Entertainment,3.3616,101.7509,0
24.55,18,Transport,3.8591,101.1735,0
15.75,9,Grocery,4.1008,101.7729,0
23.54,21,Grocery,4.1022,101.6017,0
26.7,13,Food,4.3108,101.7781,0
5.0,13,Food,3.7336,101.3766,0
10.15,22,Telco,3.6804,101.0116,0
26.38,10,Transport,4.4709,101.6664,0
17.23,14,Transport,3.6194,101.5105,0
22.47,14,Telco,3.1692,101.6329,0
17.64,10,Entertainment,3.9588,101.5303,0
33.34,16,Entertainment,3.4954,101.6416,0
25.69,15,Transport,3.7556,101.2598,0
9.27,11,Grocery,3.222,101.4697,0
29.36,18,Food,4.0479,101.6147,0
21.35,12,Grocery,4.478,101.6247,0
11.42,21,Grocery,3.8729,101.1394,0
17.55,20,Food,3.7381,101.2599,0
7.78,8,Telco,3.1779,101.4006,0
19.8,14,Transport,3.8586,101.678,0
19.94,23,Grocery,3.7151,101.7029,0
17.52,23,Entertainment,3.1265,101.4742,0
15.97,14,Food,3.4185,101.5071,0
13.61,9,Grocery,4.4705,101.122,0
7.02,23,Telco,4.4533,101.6453,0
8.97,11,Entertainment,4.0962,101.2854,0
12.7,22,Transport,4.4273,101.2558,0
4.37,18,Telco,4.2777,101.3416,0
27.36,13,Transport,3.1843,101.2291,0
28.4,16,Food,3.1301,101.3643,0
30.05,14,Transport,3.4416,101.0455,0
18.0,21,Grocery,3.6455,101.1287,0
24.54,21,Grocery,3.5636,101.1187,0
4.41,10,Transport,4.3912,101.0495,0
17.56,11,Entertainment,3.3652,101.5646,0
24.3,17,Food,3.4696,101.5356,0
56.5,15,Transport,3.5447,101.3999,0
20.81,19,Grocery,4.4513,101.1844,0
6.33,11,Food,3.8306,101.798,0
18.43,15,Telco,3.3184,101.0389,0
8.24,13,Telco,3.1087,101.0127,0
13.35,17,Entertainment,3.6643,101.4191,0
35.41,17,Telco,3.4872,101.2648,0
28.3,20,Food,4.2458,101.2944,0
29.1,15,Transport,3.1857,101.2186,0
22.72,15,Grocery,3.5406,101.3969,0
28.89,16,Transport,3.4387,101.1498,0
29.34,13,Grocery,3.6807,101.7247,0
18.52,16,Entertainment,4.2199,101.0842,0
12.7,10,Food,4.3462,101.119,0
5.09,21,Entertainment,3.5132,101.4673,0
42.02,12,Food,4.1564,101.6345,0
17.15,12,Entertainment,4.0326,101.3651,0
4.48,21,Food,3.5007,101.0852,0
18.45,17,Transport,3.2795,101.1387,0
7.61,18,Grocery,3.5806,101.3632,0
5.0,20,Entertainment,3.7512,101.4371,0
32.81,9,Grocery,4.3051,101.2566,0
42.76,16,Food,3.9896,101.6925,0
19.98,18,Grocery,4.4429,101.1769,0
4.8,22,Entertainment,3.4414,101.3666,0
18.76,21,Food,4.039,101.3353,0
16.06,19,Telco,3.7105,101.2928,0
2.52,19,Transport,3.1061,101.1056,0
9.88,16,Grocery,4.2367,101.6469,0
5.85,21,Telco,3.7658,101.2759,0
199.0,3,Transfer,20.5911,116.8511,1
32.44,20,Grocery,3.7639,101.6476,0
12.41,14,Food,4.083,101.6505,0
21.84,11,Food,4.1609,101.1786,0
11.8,18,Food,3.3958,101.3533,0
25.18,22,Food,3.8561,101.7842,0
4.15,21,Transport,4.4023,101.7637,0
16.02,10,Transport,4.0962,101.2362,0
21.27,12,Entertainment,3.9074,101.0066,0
18.14,11,Telco,4.4425,101.7581,0
20.57,17,Entertainment,3.1308,101.5446,0
37.49,21,Food,3.3135,101.4545,0
23.47,18,Transport,3.5107,101.5644,0
25.14,23,Telco,4.3626,101.4031,0
23.75,10,Transport,4.0103,101.1366,0
30.89,16,Transport,3.7966,101.3113,0
5.0,10,Grocery,3.7682,101.7907,0
21.01,19,Grocery,3.1391,101.7369,0
14.56,9,Grocery,3.8482,101.6989,0
30.61,17,Entertainment,3.1957,101.7699,0
17.1,12,Telco,3.9796,101.3658,0
43.83,9,Telco,3.2216,101.1348,0
26.83,9,Food,3.9848,101.4949,0
27.39,23,Grocery,3.235,101.4904,0
28.61,10,Food,4.2673,101.7859,0
11.25,9,Food,3.4811,101.2683,0
24.28,23,Telco,3.1301,101.3204,0
9.55,18,Grocery,3.8862,101.7027,0
12.49,22,Food,3.2672,101.5167,0
15.19,21,Transport,4.3608,101.3587,0
23.62,20,Telco,4.4465,101.4738,0
33.82,18,Entertainment,3.9389,101.0448,0
29.44,14,Food,3.6272,101.3051,0
31.08,13,Entertainment,3.9628,101.5893,0
5.21,22,Grocery,3.6018,101.7675,0
21.55,15,Entertainment,3.9008,101.1216,0
17.08,8,Telco,3.6049,101.245,0
36.7,16,Entertainment,3.1695,101.7093,0
10.81,18,Entertainment,3.6843,101.6142,0
5.0,15,Food,4.2002,101.0512,0
4.78,15,Entertainment,4.188,101.3072,0
31.55,14,Telco,3.2417,101.0228,0
14.88,12,Food,4.3494,101.2092,0
8.85,21,Transport,3.6184,101.1197,0
9.87,15,Transport,3.9737,101.1344,0
19.79,12,Food,4.4856,101.0632,0
16.01,23,Food,3.3119,101.2584,0
14.01,16,Grocery,3.9751,101.671,0
5.0,18,Transport,3.946,101.3576,0
18.19,9,Grocery,3.3472,101.3293,0
17.9,17,Telco,3.3936,101.2058,0
12.15,9,Food,4.3133,101.7113,0
8.4,15,Food,3.2469,101.1298,0
31.73,19,Transport,3.7435,101.7347,0
9.76,16,Entertainment,3.5942,101.109,0
